Plate_ID,Plug_ID,r,r.pval,r.R2,r.F,K
CH503,h,0.09102981254640191,0.00751415100155825,0.9998606909205454,7177.283023015503,4.7
CH504,c,0.1504966005407421,0.05551852292595291,0.9924139744129267,130.821332332971,5.7
CH504,h,0.09136093856784906,0.04019879054248665,0.9960181174356099,250.13749183438574,5.1
CH505,c,0.1504966005407421,0.05551852292595291,0.9924139744129267,130.821332332971,5.7
CH505,h,0.11453634148426942,0.0809664659378805,0.9839118074841265,61.1573864816291,4.1
CH506,c,0.1504966005407421,0.05551852292595252,0.9924139744129269,130.82133233297296,5.6
CH506,h,0.08023173577154935,0.09608394874647437,0.9773930859710369,43.234255003528666,4.1
CH507,c,0.1624103730162827,0.02460228878177931,0.9985072930045574,668.923838404396,5.6
CH507,h,0.1102986475248092,0.09787638844143723,0.9765484747570821,41.64114976069575,5.9
CH510,c,0.13732653608351375,0.09552373653469019,0.9776539585182623,43.750655314823675,7.4
CH510,h,0.08664339756999317,0.02242225050245113,0.998760008906586,805.4574054695612,5.5
CH701,c,0.14539385122571014,0.003925433900337652,0.9999619802210459,26301.099262817796,3
CH701,h,0.1668751333415425,0.0982168864134082,0.9763863207748353,41.34833506734168,19.9
CH702,c,0.14733187454270583,0.0645285021753777,0.9897610578810512,96.66633978224472,2.8
CH702,h,0.14887320109989047,0.1656388059369868,0.9338177228624681,14.109785326998086,19.9
CH704,c,0.14733187454270583,0.0645285021753777,0.9897610578810512,96.66633978224472,2.6
CH704,h,0.16664806697574278,0.06865365523570896,0.9884153514078898,85.32113370111674,20
CH705,c,0.16241037301628267,0.1107001416313714,0.9700667096107758,32.40762031159783,2
CH705,h,0.17328679513998627,0.17395698860115336,0.9271738319259496,12.731327988906264,20.2
CH706,c,0.10943359216923751,0.12438705706299585,0.9623073604585025,25.53037866714156,3
CH706,h,0.1697654355191492,0.13053765723214877,0.9585412471464952,23.12035893924542,19.1
CH707,c,0.10136627702704114,0,1,Inf,2.2
CH707,h,0.17448297651700506,0.1511182516552445,0.9447030595677651,17.08418317873259,19
CH708,c,0.12260365662646587,0.015294551232552292,0.9994229284366427,1731.887328882136,1.7
CH708,h,0.1643544246422182,0.12353865811524192,0.9628133336029223,25.891359104955598,20.5
CH709,c,0.18329213359917843,0.17838446776442535,0.9235182723480172,12.07501844820153,2.8
CH709,h,0.16281555975680398,0.11509562378290082,0.9676689004495067,29.929971881662816,19.5
CH710,c,0.13732653608351378,0.025734120952892528,0.9983668658222808,611.3195593130562,3.2
CH710,h,0.1697654355191492,0.13053765723214877,0.9585412471464952,23.12035893924542,19.1
CL503,c,0.1732867951399864,7.210242872486709e-17,1,7795795858878337e16,8.8
CL503,l,0.13200658428116424,0.021980287394794414,0.998808390632428,838.2011906028428,5
CL504,c,0.1624103730162827,0.02460228878177931,0.9985072930045574,668.923838404396,8.8
CL504,l,0.1473318745427058,0.06452850217537771,0.9897610578810512,96.66633978224472,5.8
CL505,c,0.1624103730162827,0.02460228878177931,0.9985072930045574,668.923838404396,1.7
CL505,l,0.13122776556233473,0.009862099923956792,0.9997600372612927,4166.313664559008,10.2
CL506,c,0.1504966005407421,0.05551852292595291,0.9924139744129267,130.821332332971,8.1
CL506,l,0.12645011395981,0.03905718510772272,0.9962407891895668,265.013280560006,5.5
CL508,c,0.1473318745427058,0.018525410114502826,0.9991534495837978,1180.264554196538,9.3
CL508,l,0.16796684333763684,0.055290184398037234,0.9924760895863894,131.90961016641438,5.4
CL702,c,0.1732867951399864,7.210242872486709e-17,1,7795795858878337e16,6.2
CL702,l,0.12063511200544838,0.002260243981692213,0.9999873948339141,79331.55247700491,13.1
CL703,c,0.15659537106192103,0.0391279076104403,0.9962271801011228,264.0537334945615,5.8
CL703,l,0.14242928539854563,0.079219355112251,0.9845950758746521,63.91430868877564,12.4
CL704,c,0.15659537106192106,0.10726412427184104,0.9718787173825543,34.56025568263465,4.8
CL704,l,0.11172723450276208,0.10469171485038746,0.9731993155711894,36.31247993521412,11.6
CL705,c,0.2011797390542627,0.08001376836790647,0.9842862016200442,62.63833720022645,6.3
CL705,l,0.16098178603832977,0.008743217142624328,0.9998113942288348,5301.0646919870405,12.2
CL706,c,0.1925556301183937,0.09967953827498163,0.9756835701373545,40.12445805772593,6.5
CL706,l,0.1732867951399863,0.1020706808854227,0.974513089331267,38.235826303059596,12.6
CL707,c,0.17328679513998635,0.06225714738594129,0.9904669189638351,103.89788099003653,5.5
CL707,l,0.17838954445501828,0.030692389979031412,0.9976774522069988,429.5616457122815,12.8
CL708,c,0.12645011395981004,0.03905718510772281,0.9962407891895668,265.01328056000466,5
CL708,l,0.12770640594149768,0.04635508123171114,0.9947074279678182,187.94405100572104,13.8
CL709,c,0.17328679513998638,0,1,Inf,6.4
CL709,l,0.16098178603832977,0.008743217142624328,0.9998113942288348,5301.0646919870405,12.6
CL710,c,0.20924705419645906,0.11366541568048882,0.96845891280528,30.704677579008738,4.7
CL710,l,0.1373265360835137,0.04262502812279845,0.9955236912620984,222.39835309679302,13.3
CP502,c,0.13732653608351378,0.23436278146699444,0.8704884515192183,6.721319154394872,1.8
CP502,p,0.2718439651855201,0.08322440877876965,0.9830071683626438,57.84834389823822,14.4
CP503,c,0.12260365662646588,0.1491522956025973,0.946106202116306,17.55501076688005,3.7
CP503,p,0.2660289632311586,0.055010142141006406,0.9925519237839745,133.2628580852012,16.8
CP504,c,0.10591223254840053,0.1166402455405271,0.9668050847016969,29.12509569654236,2.5
CP504,p,0.20846335256975954,0.06997768403383352,0.9879660265279643,82.09807249648499,17.3
CP505,c,0.10591223254840053,0.1166402455405271,0.9668050847016969,29.12509569654236,2.9
CP505,p,0.24576410704660415,0.043138753519244434,0.9954153084994938,217.11718408743195,18.9
CP506,c,0.15659537106192106,0.16623111545990257,0.933354377535985,14.004736440715917,3
CP506,p,0.26993553116917157,0.07439293138889555,0.9864066849688891,72.5655723207552,19.5
CP507,c,0.08664339756999322,0.062257147385940986,0.9904669189638351,103.89788099003746,3
CP507,p,0.22978493560786858,0.05214136088404531,0.9933068100102589,148.40559008973918,18.1
CP508,c,0.10591223254840054,0.0752805655990026,0.9860818893161094,70.84883226697153,3.3
CP508,p,0.22396993365350693,0.028372362240013358,0.9980150791668515,502.79843029496095,18.1
CP509,c,0.13732653608351383,0.17083596424776093,0.9297010927505349,13.224972181308106,2.9
CP509,p,0.2530477205621011,0.013662775898557928,0.9995394773816527,2170.446005385637,20
CP510,c,0.06385320297074891,0.0463550812317115,0.9947074279678182,187.94405100571797,1.2
CP510,p,0.24576410704660412,0.06041612773356173,0.9910207235512486,110.36754789847718,19.8
CP701,c,0.233975272112699,0.06368758571591213,0.9900252957208854,99.25359870506007,4.6
CP701,p,0.19755629694510612,0.07143767543391531,0.9874607737224284,78.74973717386763,14
CP702,c,0.22396993365350695,0.14391575346325025,0.9497604553754685,18.904639014417153,4.4
CP702,p,0.21682513192351333,0.07347630244083198,0.9867381203604142,74.40409257033704,15.1
CP703,c,0.16241037301628267,0.1107001416313714,0.9700667096107758,32.40762031159783,4.8
CP703,p,0.2432387686319142,0.07154735704371656,0.9874224024118848,78.50643936525049,14.2
CP704,c,0.22396993365350695,0.14391575346325025,0.9497604553754685,18.904639014417153,5.2
CP704,p,0.23203724879570337,0.06725318727498289,0.9888814202629331,88.93954476633633,13.6
CP705,c,0.1624103730162827,0.02460228878177931,0.9985072930045574,668.923838404396,4.9
CP705,p,0.2047010986750996,0.030724507078455927,0.9976725927240815,428.6626595383161,15.2
CP706,c,0.1504966005407421,0.05551852292595252,0.9924139744129269,130.82133233297296,4.5
CP706,p,0.1832921335991784,0.007041197615988493,0.99987767503182845,8173.945924349155,14.5
CP707,c,0.1624103730162827,0.02460228878177931,0.9985072930045574,668.923838404396,4.2
CP707,p,0.15796150487844474,0.035622414129491166,0.9968722420183825,318.7178317111548,15.3
CP708,c,0.18329213359917843,0.05706209276006195,0.9919874309757234,123.80391706707077,5.4
CP708,p,0.21682513192351333,0.11951634164590846,0.9651673809931266,27.70872270048584,13.8
CP709,c,0.16241037301628272,0.07814405745662635,0.9850083520232905,65.70380745022624,4.1
CP709,p,0.2147064371342917,0.012186035406113377,0.9996336370210283,2728.5334337721993,16
CP710,c,0.1504966005407421,0.05551852292595291,0.9924139744129267,130.821332332971,4.7
CP710,p,0.18800967459703427,0.05506986246780703,0.9925357837648314,132.97253891016376,14.5
HA501,h,0.12711678220673037,0.15152490553753298,0.9444107033633387,16.989074525193676,9
HA501,a,0.1601167306827581,0.08443056316631452,0.9825139637234221,56.188489385640885,4.7
HA502,h,0.13732653608351367,0.13726385023747148,0.9542267609130441,20.846826223075198,9.1
HA502,a,0.1793855656611654,0.08046474128148037,0.9841095173773998,61.93075067322057,5.2
HA503,h,0.10496883184397755,0.060805037994930713,0.9909051016762253,108.95175145454014,8.4
HA503,a,0.11091289937511288,0.07858885338691755,0.9848380716606666,64.9546713069327,4.7
HA504,h,0.10680191601950845,0.11272564161426753,0.9689728734127832,31.2298617369227,8.9
HA504,a,0.1732867951399864,0.09594588136410132,0.9774575167858888,43.36068513401464,5
HA505,h,0.10479114880055541,0.09065000283411034,0.979860985869026,48.6548636143012,6.8
HA505,a,0.17328679513998635,0.08129610656297377,0.9837812546499427,60.657050432477696,7.2
HA506,h,0.11172723450276202,0.12915191750572108,0.9594047499784607,23.63342384809589,8.9
HA506,a,0.1668751333415425,0.06636226551240759,0.9891729901538159,91.3616043770789,5
HA507,h,0.11285846394275181,0.13840454067738475,0.9534749020016482,20.493775252991952,7.7
HA507,a,0.15049660054074201,0.10360657580098952,0.973747130452376,37.09107412757123,5.1
HA508,h,0.13232586925680132,0.16844734754700633,0.9316073901922336,13.62146279854997,9.8
HA508,a,0.2107998691962787,0.11022037090547662,0.9703230149689825,32.69614531108307,5.6
HA509,h,0.10777793882548492,0.10223601960467532,0.9744311643535839,38.11011098935851,8.5
HA509,a,0.1565953710619211,0.16623111545990246,0.9333543775359852,14.004736440715932,5.1
HA510,h,0.09526750650586209,0.11016166436346836,0.9703543040935332,32.731709424364084,6.2
HA510,a,0.1668751333415425,0.06636226551240759,0.9891729901538159,91.3616043770789,4.8
HA701,h,0.17328679513998635,0.1090256346340844,0.9709566280290248,33.43126373202673,17.5
HA701,a,0.1925556301183936,0.09967953827498154,0.9756835701373545,40.12445805772601,5.6
HA702,h,0.20242353041090858,0.17657141218096578,0.9250251734347696,12.337810113238065,18.1
HA702,a,0.16521947999778994,0.13976046798031164,0.9525736001430335,20.085302764196832,5.1
HA703,h,0.1732867951399864,0.17249062221920394,0.9283663570739332,12.959921053185898,17.5
HA703,a,0.156595371061921,0.24006044939078386,0.8644193068710424,6.37568142573847,5.9
HA704,h,0.16640432299210786,0.15825171474814548,0.9394697165843046,15.520656166970817,19.7
HA704,a,0.13732653608351378,0.03798082518375491,0.9964448885585793,280.28513451054664,3.9
HA705,h,0.15717008471799965,0.11564640479344343,0.9673621433914679,29.639266910026844,19.4
HA705,a,0.15401796016157906,0.1584626099418883,0.9393116247906523,15.477620245235592,4.8
HA706,h,0.16838420599582607,0.14637474995136895,0.948059575531118,18.252826872816748,18
HA706,a,0.1640232986207711,0.127782890274293,0.960249288825997,24.15678262013089,4.9
HP501,h,0.08664339756999313,0.03487360045155682,0.9970022260659147,332.5808576590146,4.8
HP501,p,0.20470109867509964,0.025422499339557477,0.9984061575988324,626.4146046481952,12.7
HP502,h,0.08209744204863381,0.08574484277347087,0.9819686586467863,54.45899112057827,5.3
HP502,p,0.2204485740326699,0.014376481201117742,0.9994901163000158,1960.2315514907273,13.8
HP503,h,0.11285846394275177,0.015116468493164054,0.999436286004067,1772.9492139888548,5.6
HP503,p,0.22396993365350693,0.019925177811485593,0.9990207302239882,1020.1690634143569,13.4
HP504,h,0.09174614688502507,0.14167743741092764,0.951285358251935,19.527709208489068,5.6
HP504,p,0.22739480542702128,0.053165392208499106,0.9930419437291554,142.71829733400904,14.7
HP505,h,0.11091289937511284,0.07858885338691748,0.9848380716606667,64.95467130693287,6.1
HP505,p,0.20117973905426254,0.05085159406697573,0.9936331438032058,156.06338718683568,13.5
HP506,h,0.12260365662646579,0.0152945512325523,0.9994229284366427,1731.8873288821355,7
HP506,p,0.2325940425893759,0.026908221408249444,0.9982145360027992,559.0785014807129,13.2
HP507,h,0.09855717004553376,0.010475152473243914,0.9997292794238393,3692.8455664566677,5.5
HP507,p,0.21682513192351333,0.008476413439475613,0.9998227287314426,5640.072059438085,13
HP508,h,0.09590689408920838,0.0039645124885601,0.9999612194717592,25785.136635119812,5.1
HP508,p,0.22739480542702123,0.002712043117577556,0.999981851935812,55101.2957404095,13.5
HP509,h,0.11887203623275562,0.07120100559091079,0.9875433737504499,79.27855857328315,6.8
HP509,p,0.21309351152980321,0.06839591444806806,0.9885018364237884,85.97040995910808,13.3
HP510,h,0.083309866684723,0.02158994453133797,0.9988503217799684,868.8085973764815,8.4
HP510,p,0.156595371061921,0.0391279076104403,0.9962271801011228,264.0537334945614,7.7
HP701,h,0.17203050315829865,0.1482393553213912,0.9467520033073642,17.78004924339811,14.9
HP701,p,0.20812597044861397,0.0025718746858656126,0.9999836793669956,61271.13323961653,7.6
HP702,h,0.15220895608551221,0.1358799451125365,0.9551310966575631,21.287150465168686,14.9
HP702,p,0.24676012825275123,0.041488088849950054,0.9957589664937042,234.79158205552835,7.9
HP703,h,0.16159603788863333,0.12686282150281034,0.9608120872527022,24.51807253549002,15
HP703,p,0.2047010986750996,0.030724507078455927,0.9976725927240815,428.6626595383161,7.5
HP704,h,0.16838420599582615,0.1306082591216572,0.9584970198406094,23.09465527920015,14.1
HP704,p,0.2204485740326699,0.06630902842216171,0.9891902916184422,91.50943362228641,7.9
HP705,h,0.1596368836443623,0.15287936716073944,0.9434317099002879,16.67774840351926,14.8
HP705,p,0.1980150130562263,0.008756079038414263,0.9998108389506264,5285.500594658697,7.6
HP706,h,0.16083306502138112,0.17808889432393066,0.9237648736513311,12.117312817537691,15.9
HP706,p,0.1969420450948024,0.02775743161880797,0.9981001334972684,525.3527719249081,7.5
HP707,h,0.14797126212605205,0.11143559932315109,0.9696717369518286,31.972544402284708,15.2
HP707,p,0.2239699336535069,0.019925177811485596,0.9990207302239882,1020.1690634143567,6.8
HP708,h,0.17212399605719708,0.15304365910603154,0.9433124147016543,16.640546774695306,16.2
HP708,p,0.20924705419645898,0.03479000449989462,0.9970165665517744,334.1842825905017,6.6
HP709,h,0.16856925414213045,0.11829260256195552,0.9658688507004033,28.298749691145506,15.6
HP709,p,0.20924705419645898,0.0892001064657924,0.9804958703452004,50.27119321389055,7.6
HP710,h,0.15659537106192087,0.11146810676284687,0.9696542211708136,31.953512435087088,15.3
HP710,p,0.16445959923824216,0.0619867995754671,0.9905492715825915,104.81194970728102,7.9
LA501,l,0.10411364036688801,0.009698272090429583,0.9997679428863503,4308.283970108262,6.6
LA501,a,0.18329213359917837,0.05706209276006191,0.9919874309757234,123.803917067071,5.9
LA502,l,0.12645011395981,0.03905718510772272,0.9962407891895668,265.013280560006,6.5
LA502,a,0.17328679513998635,0.08129610656297377,0.9837812546499427,60.657050432477696,5.5
LA503,l,0.13200658428116427,0.06973386362399431,0.9880494043237359,82.67783724673815,6.4
LA503,a,0.09664873602918526,0.017935937030518916,0.9992064523974449,1259.163847486936,1.6
LA504,l,0.15049660054074204,0.0555185229259527,0.9924139744129269,130.82133233297213,6.3
LA504,a,0.20527846690713653,0.09785214515351613,0.9765599992482236,41.66211467268041,6.2
LA505,l,0.15401796016157906,0.04590394435172308,0.9948097656750446,191.6695284626878,6.4
LA505,a,0.13122776556233473,0.06567630790385862,0.989394870896366,93.29399587953564,5
LA506,l,0.1320065842811642,0.11371357944784842,0.968432462096767,30.678111959994997,6.4
LA506,a,0.13260899508565788,0.11158965832515233,0.969588682901382,31.88249557745877,5.6
LA507,l,0.15912070947661097,0.0722520089792414,0.9871745050407377,76.96970044246298,6.6
LA507,a,0.06737456259158592,0.11754099665241331,0.9662962724280567,28.670308658453866,1.5
LA508,l,0.16241037301628267,0.11070014163137146,0.9700667096107758,32.407620311597796,5.9
LA508,a,0.15912070947661097,0.032693440653031355,0.9973650086913095,378.5078931387247,3
LA509,l,0.15401796016157906,0.12405494755464533,0.9625058172539978,25.670804022435316,6.3
LA509,a,0.13732653608351378,0.09552373653469026,0.9776539585182621,43.750655314823604,2.7
LA510,l,0.1320065842811642,0.11371357944784842,0.968432462096767,30.678111959994997,6.4
LA510,a,0.1808648728670407,0.09720511841234422,0.9768665536286564,42.227454480744534,4.8
LA701,l,0.15204941554056167,0.07381270897468827,0.9866169509245456,73.72138780646686,10.3
LA701,a,0.14733187454270577,0.024486846515370773,0.9985212618181291,675.2522346821189,8.6
LA702,l,0.16874083961862701,0.08215765069610895,0.9834375938908253,59.37770076450726,13.2
LA702,a,0.1440849387422982,0.12394812639023875,0.9625695427679025,25.71621118062317,2
LA703,l,0.15204941554056167,0.07381270897468827,0.9866169509245456,73.72138780646686,12.8
LA703,a,0.16011673068275808,0.030209569059063537,0.997749894873792,443.42367974391556,3.6
LA704,l,0.12770640594149768,0,1,Inf,13.5
LA704,a,0.15297192895276449,0.155181156251085,0.94174958958086,16.16726101678106,1.8
LA705,l,0.1907570379368812,0.12671723594510956,0.9609007880502737,24.575963047178448,11.8
LA705,a,0.12870242714764485,0.051986628787916926,0.993346387610363,149.29429750934938,1.5
LA706,l,0.13732653608351378,0.09552373653469026,0.9776539585182621,43.750655314823604,13
LA706,a,0.1145363414842694,0.1173786537421157,0.9663882519290494,28.751502298812678,1.8
LA708,l,0.17328679513998638,0.042381230611932594,0.9955746746387998,224.97208529968677,12.2
LA708,a,0.13732653608351378,0.14712878668801913,0.9475326491695385,18.05947192247834,2
LA709,l,0.1540179601615791,0.09713438362091638,0.9768999475666398,42.28994502868895,13.5
LA709,a,0.16241037301628267,0.11070014163137146,0.9700667096107758,32.407620311597796,2.9
LA710,l,0.14869800835922956,0.014980811026775547,0.9994463564546153,1805.2163071096836,12.2
LA710,a,0.19607698973923066,0.0019445404099028938,0.9999906701996798,107182.43005080003,3.3
LH501,l,0.12645011395981007,0.0886639106650668,0.9807281367654257,50.88911875453602,5.4
LH501,h,0.09026683967914974,0.0250239863561541,0.9984557092946224,646.5464732888692,8.7
LH502,l,0.13732653608351372,0.04657661584271038,0.9946568103513609,186.15412810674022,6.3
LH502,h,0.10862973087795118,0.14831950883519365,0.9466954509162742,17.76012492722326,7.9
LH503,l,0.14869800835922958,0.1025174997996103,0.9742913970805818,37.89748513890203,6.9
LH503,h,0.12063511200544838,0.15714817481712146,0.9402938076499506,15.748681512583063,8.5
LH504,l,0.12063511200544838,0.002260243981692213,0.9999873948339141,79331.55247700491,6.2
LH504,h,0.10591223254840046,0.07528056559900233,0.9860818893161095,70.84883226697218,8.1
LH505,l,0.13122776556233473,0.009862099923956792,0.9997600372612927,4166.313664559008,5.8
LH505,h,0.10943359216923748,0.02707919993700231,0.9981917874779631,552.0323387394377,8.9
LH506,l,0.13732653608351375,0.1805907054185558,0.9216660542640167,11.76585764453126,6.4
LH506,h,0.11004484033101147,0.10573464450379763,0.9726676266653899,35.586650846515774,9.7
LH507,l,0.12645011395981,0.03905718510772272,0.9962407891895668,265.013280560006,5.2
LH507,h,0.1145363414842694,0.15614807702106734,0.9410360802985417,15.959523808171593,8.4
LH508,l,0.12645011395981004,0.1341200622833004,0.9562686927256564,21.86691302701305,5.2
LH508,h,0.0942214752970475,0.1404154866879276,0.9521352581949217,19.8922050404522,8.3
LH509,l,0.1486980083592296,0.03444527766719148,0.9970753406323891,340.92016036960695,6.9
LH509,h,0.09855717004553374,0.10766878266041965,0.9716681703428175,34.29599083786965,8.4
LH510,l,0.1320065842811642,0.029575321165753624,0.9978433174025608,462.67509117355775,6.6
LH510,h,0.09048985490333733,0.0907961442060844,0.9797964405429929,48.496228727813275,8.7
LH701,l,0.1520494155405617,0.051226762858163126,0.9935390550891358,153.7761223468227,6.4
LH701,h,0.15473429450020215,0.06398515053527307,0.9899321839910885,98.32640794337625,15.6
LH702,l,0.18329213359917843,0.12261831477580835,0.9633584954194095,26.29145572613077,6.4
LH702,h,0.16555236967522535,0.10799087911156094,0.971500036077806,34.08776371542214,15.6
LH704,l,0.21864998185115736,0.05741876814569159,0.9918872229356807,122.26235419411057,5.5
LH704,h,0.17597507079260688,0.15543842852293885,0.9415601411916689,16.111608761406544,16.9
LH705,l,0.14869800835922958,0.1025174997996103,0.9742913970805818,37.89748513890203,5.6
LH705,h,0.1476416640445141,0.16190880374630262,0.9367010084252172,14.79803998644397,17.1
LH707,l,0.13260899508565782,0.07282093722317214,0.9869726134060561,75.7613667398866,7
LH707,h,0.15730762370125073,0.1414600980392961,0.951432238188961,19.589789661106256,14.5
LH708,l,0.18191090407585533,0.05472385587124971,0.992629054746262,134.66780997225297,6.6
LH708,h,0.15270904767816715,0.07035553193223897,0.9878362505442156,81.21149273380153,16.1
LH709,l,0.19255563011839363,0.03673975147470589,0.996673174768494,299.58687499713574,5.9
LH709,h,0.14497083897767996,0.027431550869840813,0.9981444542082215,537.9249914665497,18.1
LH710,l,0.1486980083592296,0.03444527766719148,0.9970753406323891,340.92016036960695,5.6
LH710,h,0.1361303547064949,0.09950427042971668,0.975768309870777,40.26827285538857,18.1
LP501,l,0.15049660054074204,0.0555185229259527,0.9924139744129269,130.82133233297213,5.1
LP501,p,0.20661537804672994,0.012430333131906723,0.9996188024523338,2622.3117346167637,16.1
LP502,l,0.13260899508565785,0.013586452319634144,0.9995446074135624,2194.9075087780584,6.1
LP502,p,0.1701220691419501,0.02086015072205027,0.9989267047643178,930.7100894092533,10.7
LP503,l,0.13732653608351372,0.13476271263065903,0.9558548954839379,21.652568409621775,4.6
LP503,p,0.21590261851131057,5.902914380617784e-4,0.9999991402491822,1163126.7101320338,13.4
LP504,l,0.1520494155405617,0.051226762858163126,0.9935390550891358,153.7761223468227,4.6
LP504,p,0.1983706320727552,0.0023277201762641232,0.9999866309865361,74798.8349084742,15.3
LP505,l,0.14242928539854563,0.15262546004065397,0.9436158438463533,16.73547869147858,7.5
LP505,p,0.17713325247333056,0.08073061620487045,0.9840048963330481,61.51913215580694,7.9
LP506,l,0.12770640594149765,0.08946457315928825,0.980380807952723,49.970498560300854,4.9
LP506,p,0.19549694229466785,0.052443818954647684,0.9932291102276631,146.6910765975854,15
LP507,l,0.15049660054074196,0.14710363782068575,0.9475502638806608,18.065872852528663,3.3
LP507,p,0.21590261851131057,5.902914380617784e-4,0.9999991402491822,1163126.7101320338,16.5
LP508,l,0.13732653608351378,0.0068981350670970915,0.9998825951211747,8516.53359831992,3.8
LP508,p,0.19549694229466794,0.007764368264120125,0.9998512590770373,6722.099333265047,13.7
LP509,l,0.1440849387422982,0.074155084263819,0.9864930735471965,73.03608833543603,5.1
LP509,p,0.19837063207275527,0.02491531239861701,0.9984690864008398,652.204727261217,15
LP510,l,0.14625890658128182,0.06766584363064468,0.9887450732659999,87.84997864793682,4.9
LP510,p,0.19255563011839363,0.010978457799402534,0.9997026421718849,3361.951654372179,16.2
LP701,l,0.15659537106192106,0.0856251940735209,0.9820186419476734,54.61315208172541,7.4
LP701,p,0.2147064371342917,0.05961402122772496,0.9912568724289721,113.37554717990244,13
LP702,l,0.233975272112699,0.06368758571591213,0.9900252957208854,99.25359870506009,9.2
LP702,p,0.22095773970612434,0.047609645068156375,0.9944176141754805,178.13487735077086,11.3
LP703,l,0.24762518360832297,0.06954189426588155,0.9881148494454693,83.13860602033355,8.2
LP703,p,0.16687513334154253,0.014119758059733624,0.9995081609005754,2032.1852452762919,12.1
LP704,l,0.21534582471763794,0.10038533388938098,0.9753408676260269,39.55292720093692,8
LP704,p,0.21682513192351333,0.07347630244083198,0.9867381203604142,74.40409257033704,12
LP705,l,0.16874083961862701,0.009901236926305457,0.999758129087948,4133.436801498583,8.2
